ten_benh,trieu_chung_goc,symptoms_extract,negated_symptoms,duration,icd_code,icd_name,confidence
polyp dây thanh quản,"rối loạn giọng là triệu chứng xuất hiện đầu tiên cảnh báo bạn có polyp thanh quản. nguyên nhân do hai dây thanh âm không khép kín được, dây thanh rung động không đều dẫn đến hiện tượng khàn tiếng khi người bệnh nói, giọng hát bị thay đổi. mức độ rối loạn giọng phụ thuộc vào kích thước của polyp, khi polyp càng to thì càng làm cho khoảng hở thanh môn khi phát âm rộng hơn. do đó, khi nói giọng khàn càng nhiều. do khàn tiếng nên càng nói càng mất hơi nhiều, người bệnh thường nói mệt, hụt hơi và không nói được lâu. khàn tiếng lúc đầu chỉ xảy ra từng đợt, dần dần, khàn tiếng xảy ra liên tục. mức độ nặng nhẹ của khàn tiếng tùy thuộc polyp dây thanh to hay nhỏ, mức độ ảnh hưởng sóng niêm mạc và rung động dây thanh. với loại polyp có chân, khi nói polyp có thể di động khi thanh môn đóng mở, do đó người bệnh có cảm giác vướng vùng cổ họng như có sợi tóc hay dị vật cản trở nên hắng giọng nhiều, càng làm cho polyp phù nề và giọng càng khàn đặc.","polyp dây thanh
khàn tiếng
giọng khàn
hụt hơi
mệt
phù nề
giọng khàn đặc",Không có,liên tục,J38.1,Polyp của dây thanh âm và thanh quản,0.853
polyp đại tràng,"chảy máu trực tràng: đây không chỉ là một trong các dấu hiệu của bệnh polyp đại tràng mà nó còn có thể là biểu hiện của bệnh trĩ hoặc tình trạng rách hậu môn. phân có màu bất thường: polyp đại tràng có thể khiến phân có thể có màu đen hoặc xuất hiện các tơ máu dấu hiệu của tình trạng chảy máu trong đại tràng. tuy nhiên sự thay đổi màu sắc của phân cũng có liên quan tới một số loại thực phẩm hoặc thuốc thực phẩm chức năng. thay đổi thói quen đi tiêu: táo bón hoặc tiêu chảy kéo dài bất thường, không thuyên giảm là biểu hiện cảnh báo nguy cơ đang có u polyp, nặng hơn là ung thư đại tràng. đau bụng: người bị polyp đại tràng có thể thường xuyên thấy đau quặn bụng do bệnh gây tắc nghẽn một phần ruột. thiếu máu: chảy máu polyp có thể diễn ra âm thầm trong thời gian dài gây sụt giảm lượng sắt cần thiết cho cơ thể; kéo theo sự giảm bớt các tế bào hồng cầu vận chuyển oxy. điều này khiến người bệnh hay cảm thấy mệt mỏi và khó thở.","chảy máu trực tràng
polyp đại tràng
tắc nghẽn ruột
sút giảm lượng sắt
cảm thấy mệt mỏi
khó thở
đau quặn bụng
tiêu chảy
táo bón
đau bụng","rạch hậu môn
trĩ
u polyp",thường xuyên,K63.5,Polyp đại tràng,1.0
polyp hậu môn,"khối sa hậu môn sau đại tiện đau bụng: một khi polyp phát triển với kích thước lớn quá mức sẽ chèn ép nhiều bộ phận. điều này có thể gây ra bán tắc ruột khiến người bệnh gặp phải các cơn đau quặn bụng từng cơn. đại tiện ra máu: đây là dấu hiệu nhận biết polyp hậu môn khá rõ ràng. máu khi đi tiêu do polyp hậu môn thường có màu đỏ tươi, thường phát hiện khi dùng giấy vệ sinh chứ không xuất hiện nhỏ giọt dấu hiệu tình trạng trĩ ngoài hay nứt kẽ hậu môn. đi ngoài phân lỏng: polyp ở hậu môn có thể gây ra nhu động ruột khiến bệnh nhân thay đổi thói quen đại tiện như đi ngoài phân lỏng, đi ngoài nhiều lần trong ngày. mệt mỏi, suy nhược cơ thể: do polyp hay gây chảy máu, đau bụng nên lúc này sức khỏe người bệnh sẽ có nhiều chuyển biến đi xuống như hay bị choáng, mệt mỏi, xanh xao, các dấu hiệu khác: một số trường hợp có thể gặp phải các triệu chứng cảnh báo polyp hậu môn như nôn buồn nôn, sốt khó hạ,","đau bụng
bán tắc ruột
đại tiện ra máu
phân lỏng
mệt mỏi
nôn
buồn nôn
sốt
đau quặn bụng
choáng
khó hạ sốt",trĩ,không có,K62.0,Polyp hậu môn,0.7993
polyp mũi,"polyp mũi thường xuất hiện dưới dạng khối u nhỏ, mềm và thường không đau. các triệu chứng bao gồm nghẹt mũi, giảm hoặc mất khứu giác. các triệu chứng thứ phát bao gồm khạc đàm, đau mặt, nhức đầu, rối loạn giấc ngủ và giảm chất lượng cuộc sống","nghẹt mũi
mất khứu giác
khạc đàm
nhức đầu
rối loạn giấc ngủ
giảm chất lượng cuộc sống
đau mặt",mềm và thường không đau,không có,N84.3,Polyp âm hộ,0.6458
polyp trực tràng,"phần lớn polyp trực tràng không có triệu chứng, điều này gây không ít khó khăn cho việc nhận biết bệnh sớm. người bệnh chỉ thường phát hiện khi đi soi đại tràng. nếu bệnh tiến triển tới giai đoạn muộn thì người bệnh có thể xảy ra nhiều triệu chứng như đi ngoài có máu, sa ra ngoài khi đi tiêu, hoặc tắc ruột.","đi ngoài có máu
sa ra ngoài khi đi tiêu
tắc ruột",Không có,không có,K63.5,Polyp đại tràng,0.832
polyp túi mật,"các triệu chứng cu a polyp túi mật thươ ng không đặc hiệu và ro ra ng, nhiê u trươ ng hơ p co n không xuâ t hiê n bâ t ky dâ u hiê u na o. do đo , tô n thương na y thươ ng đươ c pha t hiê n ti nh cơ trong qua tri nh thăm kha m. mô t sô ngươ i bê nh co polyp đôi khi nhâ n thâ y như ng triê u chư ng sau: nôn, buô n nôn. thi nh thoa ng đau vu ng ha vi do ca c ma nh cholesterol ta ch ra kho i niêm ma c. kho tiêu. va ng da. polyp đôi khi được xác định thông qua siêu âm ô bụng, thực hiện khi ngươ i bê nh bi đau vu ng phần tư phía trên bên phải. trong trường hợp không có các bâ t thươ ng khác, polyp túi mật được coi là nguồn gô c cu a cơn đau quặn mật. ngoa i ra, không có sự khác biệt trong triệu chứng giữa ngươ i bệnh mă c polyp lành tính và ác tính. trong một phân tích hồi cứu lớn phát hiện có polyp túi mật trên siêu âm bụng, kê t qua như sau: 64 được chẩn đoán trong quá trình điều trị bệnh không liên quan. 23 co ca c triê u chư ng bâ t thươ ng ở bụng. 13 cho kê t qua xét nghiệm chức năng gan tăng cao. polyp cholesterol có thể tách ra và biểu hiện lâm sàng như sỏi mật, gây đau quặn mật, tắc mật, thậm chí là viêm tụy. thư c tê đa co nhiê u ba o ca o cho thâ y polyp gây viêm tu i mâ t không do so i, thâ m chi la xuâ t huyê t ô a t. các triệu chứng có thể liên quan đến polyp chẳng hạn như: polyp cholesterol, polyp viêm hoặc tăng sản, bao gồm: khó tiêu, đau hạ sườn phải, khó chịu","nôn
buồn nôn
đau vùng hạ sườn phải
khó tiêu
đau quặn mật
tắc mật
viêm tụy",Không có,không có,K82.2,Thủng túi mật,0.7244
polyp tử cung,"kinh nguyệt không đều, không thể đoán trước thời gian xuất hiện và lượng máu kinh. chảy máu lốm đốm giữa kỳ kinh. máu lốm đốm màu đỏ, hồng hoặc nâu sau khi mãn kinh. chảy máu sau khi giao hợp. khó thụ thai hoặc vô sinh. cần nhận định rằng, bất kỳ hiện tượng chảy máu hoặc tiết dịch âm đạo bất thường nào cũng cần đến ngay cơ sở y tế uy tín để được bác sĩ thăm khám, kiểm tra xác định nguyên nhân và can thiệp giải quyết ngay. đặc biệt, các triệu chứng kể trên thường gặp ở phụ nữ bị polyp tử cung, nhưng ung thư tử cung cũng có thể gây ra những triệu chứng tương tự. chính bởi lý do đó, trung tâm kiểm soát và phòng ngừa dịch bệnh hoa kỳ (cdc) khuyến cáo phụ nữ nên thăm khám ngay nếu các triệu chứng kéo dài trong 2 tuần hoặc lâu hơn, hoặc xuất hiện sau khi phụ nữ đã mãn kinh.","kinh nguyệt không đều
chảy máu sau khi giao hợp
khó thụ thai hoặc vô sinh",Không có,không có,N84.1,Polyp cổ tử cung,0.8875
protein niệu,"trong giai đoa n đâ u, protein niê u không co triê u chư ng ro ra ng. khi tiê n triê n nghiêm tro ng hơn, ngươ i bê nh se nhâ n thâ y mô t sô dâ u hiê u điê n hi nh sau: (2) sưng (phù nề) ở mặt, bụng, bàn chân hoặc mắt cá chân. đi tiểu thường xuyên. hụt hơi. mệt mỏi. buồn nôn và nôn . chán ăn. chuột rút cơ bắp vào ban đêm. xuâ t hiê n bọng quanh mắt, đặc biệt là vào buổi sáng. nước tiểu sủi bọt. đây đô ng thơ i cu ng la như ng triê u chư ng điê n hi nh cu a bê nh thâ n ma n ti nh. ngươ i bê nh câ n liên hê ngay vơ i ba c si đê đươ c châ n đoa n va điê u tri ki p thơ i.","sưng ở mặt
sưng ở bụng
sưng ở bàn chân
sưng ở mắt cá chân
tiểu thường xuyên
hụt hơi
mệt mỏi
buồn nôn
nôn
chán ăn
chuột rút cơ bắp
bọng quanh mắt
nước tiểu sủi bọt",u không co triê u chư,"thường xuyên, ban đêm",O12.1,protein niệu thai nghén,0.6739
qrs rộng,"những bệnh nhân không ổn định do nhịp nhanh qrs rộng có nhiều triệu chứng như thay đổi tri giác, hạ huyết áp, khó thở, đau ngực. trong các trường hợp nặng, người bệnh có các dấu hiệu giảm tưới máu cơ quan đích như xanh xao, tím tái, thân nhiệt giảm, ngất thậm chí có thể đột tử. mức độ nghiêm trọng của triệu chứng phụ thuộc vào nhiều yếu tố như tần số nhịp tim, thời gian kéo dài của cơn và tình trạng bệnh lý tim mạch nền của người bệnh.","thay đổi tri giác
hạ huyết áp
khó thở
đau ngực
giảm tưới máu cơ quan đích
xanh xao
tím tái
thân nhiệt giảm
đột tử",Không có,không có,H69.0,Vòi Eustachian rộng,0.3709
quặm mi,"quặm mi mắt khiến nhiều người khó chịu, dưới đây là một số triệu chứng phổ biến: đau và kích ứng mắt do lông mi quặm chạm vào bề mặt của mắt, người bệnh sẽ cảm thấy khó chịu, đau, cộm (cảm giác như có dị vật trong mắt) 2 . đỏ và viêm khu vực quanh mắt, nhiều người còn có dấu hiệu sưng tấy, viêm nặng, chảy nước mắt nhiều hơn bình thường do cơ chế mắt cố làm sạch, làm dịu sự kích ứng. mắt nhìn mờ do bị viêm và kích ứng, thị lực ảnh hưởng tạm thời, người bệnh sẽ nhìn mờ, gây khó khăn, ảnh hưởng công việc, cuộc sống. khô mắt dù mắt chảy nước mắt nhiều. lông mi mọc ngược là triệu chứng, dấu hiệu rõ ràng nhất.","đau mắt
kích ứng mắt
sưng tấy
viêm nặng
chảy nước mắt nhiều
mờ mắt
khó chịu
kích ứng",Không có,không có,H02.0,Quặm và lông xiêu của mi mắt,0.5576
rách võng mạc,"nhận diện dấu hiệu rách võng mạc là vô cùng quan trọng để có thể can thiệp kịp thời. dưới đây là một số triệu chứng điển hình mà bạn cần phải lưu ý. ánh sáng lóe lên trong tầm nhìn là một trong những triệu chứng đầu tiên mà người bệnh mắc, nhiều người bệnh chia sẻ hiện tượng loé sáng hay chớp sáng trong mắt giống như ánh sáng từ đèn flash máy ảnh hoặc như tia sét lóe lên. tình trạng này thường xảy ra đột ngột và có thể xuất hiện ở một hoặc cả hai mắt. thêm vào đó, bệnh nhân có thể thấy các đốm đen hoặc chấm nhỏ hoặc mạng nhện trong tầm nhìn của mình. những điểm tối này có thể di chuyển hoặc thay đổi vị trí trong một khoảng thời gian ngắn. những triệu chứng này có thể khiến bạn lo lắng, nhưng điều quan trọng là bạn cần giữ bình tĩnh và đến gặp bác sĩ ngay khi có thể.","loé sáng
chớp sáng
đốm đen
chấm nhỏ
mạng nhện
điểm tối
di chuyển
thay đổi vị trí",Không có,đột ngột,H33.1,rạch võng mạc,0.8873
rối loạn cương dương,"hầu hết vấn đề của bệnh đều liên quan đến rối loạn mạch máu, thần kinh, tâm lý và hoóc môn. sử dụng thuốc cũng là một nguyên nhân. triệu chứng nguyên phát tỉ lệ thấp, có nguyên nhân do sự bất thường hoặc bẩm sinh của cơ thể. yếu tố tâm lý đóng vai trò quan trọng gây ra rối loạn cương dương, nên thường được xem xét trong trong mọi trường hợp của bệnh. người bệnh có thể bị trầm cảm hoặc âu lo, căng thẳng trong đời sống cá nhân, cảm giác tội lỗi hoặc sợ hãi không muốn quan hệ tình dục những yếu tố tâm lý này hoàn toàn có thể được giải quyết bởi bác sĩ hoặc chuyên viên tâm lý, giải tỏa tinh thần cho người bệnh.","rối loạn cương dương
trầm cảm
căng thẳng
sợ hãi
tội lỗi","rối loạn mạch máu
cảm giác tội lỗi
sợ hãi",không có,F90,Các rối loạn tăng động,0.6555
rối loạn giấc ngủ,"các triệu chứng rối loạn giấc ngủ bao gồm rất buồn ngủ vào ban ngày và khó ngủ vào ban đêm. ngoài ra, còn có những triệu chứng khác tùy thuộc vào dạng rối loạn giấc ngủ mà bạn đang gặp phải. một số dấu hiệu rối loạn giấc ngủ thường gặp có thể kể đến như: (5) đột ngột ngủ gật vào những thời điểm không thích hợp, chẳng hạn như khi đang lái xe, đang trong cuộc họp, đang làm việc, cảm thấy khó chịu mỗi khi cố gắng chìm vào giấc ngủ. bạn thường mất hơn 30 phút mỗi đêm để đi vào giấc ngủ. có chu kỳ ngủ thức không đều. ngưng thở, thở hổn hển, ngáy to trong lúc ngủ. đi tiểu không tự chủ trong khi ngủ. thức giấc giữa đêm nhưng không thể ngủ lại được. có giấc ngủ ngắn, tỉnh dậy sớm. bị mộng du (rời khỏi giường và di chuyển trong khi vẫn đang ngủ). có biểu hiện sợ hãi, khóc lóc, la hét, ngay cả khi đang ngủ. vào buổi tối và khi bạn cố gắng đi vào giấc ngủ, bạn có cảm giác kiến bò, ngứa ran ở chân hoặc tay của mình và cảm giác này được giảm bớt khi bạn cử động chân. tưởng tượng ra những tiếng nổ lớn trong đầu nếu bị đánh thức khi đang ngủ. gặp ảo giác khi bắt đầu giấc ngủ hoặc trong quá trình chuyển đổi giữa ngủ và thức. không thể nhớ được những hành vi mà mình đã làm trong khi ngủ. cảm thấy tê liệt hoàn toàn ngay khi thức dậy. mệt mỏi, uể oải và luôn cảm thấy buồn ngủ, cần được đi ngủ vào ban ngày. cáu kỉnh, lo lắng, tâm trạng thay đổi. suy giảm hiệu suất làm việc, học tập. thiếu tập trung.","rối loạn giấc ngủ
buồn ngủ vào ban ngày
khó ngủ vào ban đêm
đột ngột ngủ gật
chu kỳ ngủ thức không đều
giấc ngủ ngắn, tỉnh dậy sớm
bị mộng du
sợ hãi, khóc lóc, la hét
cảm giác kiến bò
ngứa ran ở chân hoặc tay
mệt mỏi, uể oải, buồn ngủ
lo lắng, tâm trạng thay đổi",Không có,không có,G47,Rối loạn giấc ngủ (bao gồm cả rối loạn mất ngủ và rối loạn ngủ nhiều giấc),1.0
